Image,Task 3 (Damage),Task 5 (Vehicle),Task 6 (Visibility),Task 7 (Time),Task 8 (Multiple),Overall Result
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 12.25.59 EDT - 5-17-2025 13.25.59 EDT_frame0420_det558_0681px_vehicle_0p673.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 06.25.59 EDT - 5-16-2025 07.25.59 EDT_frame0727_det1157_0628px_vehicle_0p727.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 13.25.59 EDT - 5-19-2025 14.25.59 EDT_frame0057_det77_0392px_vehicle_0p482.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0383_det436_1035px_vehicle_0p741.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0518_det550_1283px_vehicle_0p669.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 14.25.59 EDT - 5-18-2025 15.25.59 EDT_frame0341_det372_0258px_vehicle_0p753.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0530_det651_1667px_vehicle_0p708.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0545_det665_0891px_vehicle_0p798.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 14.25.59 EDT - 5-18-2025 15.25.59 EDT_frame0326_det365_1651px_vehicle_0p702.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 14.25.59 EDT - 5-15-2025 15.25.59 EDT_frame0240_det234_1492px_vehicle_0p619.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 11.25.59 EDT - 5-16-2025 12.25.59 EDT_frame0139_det108_0290px_vehicle_0p795.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 19.25.59 EDT - 5-19-2025 20.25.59 EDT_frame0151_det166_0693px_vehicle_0p670.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 11.25.59 EDT - 5-17-2025 12.25.59 EDT_frame0162_det155_0287px_vehicle_0p805.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0473_det587_0505px_vehicle_0p664.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 08.25.59 EDT - 5-14-2025 09.25.59 EDT_frame0240_det735_0932px_vehicle_0p655.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0019_det59_1080px_vehicle_0p594.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0411_det459_0416px_vehicle_0p787.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 19.25.59 EDT - 5-14-2025 20.25.59 EDT_frame0586_det550_0206px_vehicle_0p773.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0634_det835_1172px_vehicle_0p717.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 07.25.59 EDT - 5-17-2025 08.25.59 EDT_frame0238_det121_1433px_vehicle_0p698.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0822_det909_1047px_vehicle_0p673.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0431_det745_1214px_vehicle_0p694.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 10.25.59 EDT - 5-15-2025 11.25.59 EDT_frame0358_det258_0235px_vehicle_0p791.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0886_det1012_0599px_vehicle_0p679.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0814_det3741_0386px_vehicle_0p593.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 19.25.59 EDT - 5-19-2025 20.25.59 EDT_frame0155_det176_0327px_vehicle_0p785.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 14.25.59 EDT - 5-16-2025 15.25.59 EDT_frame0805_det793_0768px_vehicle_0p691.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 16.25.59 EDT - 5-18-2025 17.25.59 EDT_frame0114_det130_1479px_vehicle_0p656.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0521_det560_1337px_vehicle_0p695.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 11.25.59 EDT - 5-16-2025 12.25.59 EDT_frame0178_det146_1082px_vehicle_0p742.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0085_det114_0763px_vehicle_0p676.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0521_det561_0327px_vehicle_0p681.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 10.25.59 EDT - 5-14-2025 11.25.59 EDT_frame0693_det544_1128px_vehicle_0p697.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0815_det3749_0456px_vehicle_0p578.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 16.22.25 EDT - 5-15-2025 17.22.25 EDT_frame0045_det247_0582px_vehicle_0p708.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 16.22.25 EDT - 5-15-2025 17.22.25 EDT_frame0081_det419_0946px_vehicle_0p665.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 14.25.59 EDT - 5-15-2025 15.25.59 EDT_frame0242_det240_0919px_vehicle_0p715.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 13.25.59 EDT - 5-15-2025 14.25.59 EDT_frame0448_det460_0712px_vehicle_0p727.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 08.25.59 EDT - 5-18-2025 09.25.59 EDT_frame0521_det286_1112px_vehicle_0p699.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 10.25.59 EDT - 5-14-2025 11.25.59 EDT_frame0275_det209_0236px_vehicle_0p837.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 08.25.59 EDT - 5-16-2025 09.25.59 EDT_frame0517_det699_0371px_vehicle_0p795.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 11.25.59 EDT - 5-17-2025 12.25.59 EDT_frame0454_det458_0497px_vehicle_0p761.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0646_det858_0607px_vehicle_0p720.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 06.25.59 EDT - 5-16-2025 07.25.59 EDT_frame0196_det276_1886px_vehicle_0p730.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0206_det352_0250px_vehicle_0p622.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 13.25.59 EDT - 5-17-2025 14.25.59 EDT_frame0881_det1015_0214px_vehicle_0p604.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0565_det599_0338px_vehicle_0p732.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0570_det2390_0680px_vehicle_0p566.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0420_det390_0759px_vehicle_0p774.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0817_det3762_0544px_vehicle_0p642.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-20-2025 07.25.59 EDT - 5-20-2025 08.25.59 EDT_frame0055_det42_0960px_vehicle_0p756.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 11.25.59 EDT - 5-17-2025 12.25.59 EDT_frame0456_det466_0792px_vehicle_0p636.png,Minor,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 14.25.59 EDT - 5-18-2025 15.25.59 EDT_frame0378_det410_0840px_vehicle_0p704.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0441_det491_0506px_vehicle_0p666.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 14.25.59 EDT - 5-16-2025 15.25.59 EDT_frame0821_det814_1187px_vehicle_0p758.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 19.25.59 EDT - 5-19-2025 20.25.59 EDT_frame0177_det201_1116px_vehicle_0p709.png,Minor,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0801_det1040_0223px_vehicle_0p775.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0213_det228_0262px_vehicle_0p757.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0091_det119_0624px_vehicle_0p750.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 14.25.59 EDT - 5-15-2025 15.25.59 EDT_frame0270_det261_0307px_vehicle_0p757.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0425_det398_0764px_vehicle_0p789.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0450_det760_0667px_vehicle_0p773.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0449_det502_1049px_vehicle_0p796.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 18.25.59 EDT - 5-15-2025 19.25.59 EDT_frame0046_det56_0365px_vehicle_0p699.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 11.25.59 EDT - 5-17-2025 12.25.59 EDT_frame0216_det211_1075px_vehicle_0p617.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 09.25.59 EDT - 5-15-2025 10.25.59 EDT_frame0191_det236_0218px_vehicle_0p662.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 08.25.59 EDT - 5-18-2025 09.25.59 EDT_frame0544_det301_1779px_vehicle_0p628.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 19.25.59 EDT - 5-17-2025 20.25.59 EDT_frame0122_det161_1311px_vehicle_0p705.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 14.25.59 EDT - 5-15-2025 15.25.59 EDT_frame0271_det263_0278px_vehicle_0p768.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0470_det520_0349px_vehicle_0p764.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0570_det2392_0271px_vehicle_0p524.png,None,PASS,FAIL,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0588_det624_0388px_vehicle_0p830.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 12.25.59 EDT - 5-15-2025 13.25.59 EDT_frame0219_det161_1550px_vehicle_0p727.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 10.25.59 EDT - 5-17-2025 11.25.59 EDT_frame0383_det358_0307px_vehicle_0p737.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 14.25.59 EDT - 5-18-2025 15.25.59 EDT_frame0381_det421_0951px_vehicle_0p762.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 07.25.59 EDT - 5-14-2025 08.25.59 EDT_frame0668_det1089_0904px_vehicle_0p657.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 09.25.59 EDT - 5-15-2025 10.25.59 EDT_frame0212_det251_0214px_vehicle_0p696.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 16.22.25 EDT - 5-15-2025 17.22.25 EDT_frame0085_det442_0403px_vehicle_0p665.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0428_det406_0238px_vehicle_0p659.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0215_det231_0604px_vehicle_0p727.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 14.25.59 EDT - 5-18-2025 15.25.59 EDT_frame0384_det425_0424px_vehicle_0p764.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0857_det1004_0248px_vehicle_0p629.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 11.25.59 EDT - 5-17-2025 12.25.59 EDT_frame0250_det235_0295px_vehicle_0p792.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0212_det369_0898px_vehicle_0p633.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0788_det3329_0431px_vehicle_0p602.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 19.25.59 EDT - 5-19-2025 20.25.59 EDT_frame0208_det240_0203px_vehicle_0p845.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 08.25.59 EDT - 5-18-2025 09.25.59 EDT_frame0546_det306_0988px_vehicle_0p740.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 17.25.59 EDT - 5-17-2025 18.25.59 EDT_frame0636_det790_0204px_vehicle_0p725.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0025_det82_0754px_vehicle_0p666.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 16.22.25 EDT - 5-15-2025 17.22.25 EDT_frame0050_det267_1300px_vehicle_0p710.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0222_det253_1373px_vehicle_0p651.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0789_det3336_0837px_vehicle_0p604.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0535_det959_2858px_vehicle_0p586.png,None,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 10.25.59 EDT - 5-14-2025 11.25.59 EDT_frame0324_det246_0980px_vehicle_0p715.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0131_det122_1489px_vehicle_0p731.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0026_det120_0249px_vehicle_0p596.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 07.25.59 EDT - 5-16-2025 08.25.59 EDT_frame0371_det658_0785px_vehicle_0p644.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0574_det2429_0606px_vehicle_0p679.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 14.25.59 EDT - 5-18-2025 15.25.59 EDT_frame0402_det432_0286px_vehicle_0p777.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 10.25.59 EDT - 5-18-2025 11.25.59 EDT_frame0818_det697_1019px_vehicle_0p638.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0028_det126_0339px_vehicle_0p669.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 10.25.59 EDT - 5-14-2025 11.25.59 EDT_frame0327_det250_0255px_vehicle_0p845.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 08.25.59 EDT - 5-17-2025 09.25.59 EDT_frame0706_det459_0779px_vehicle_0p745.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 19.25.59 EDT - 5-18-2025 20.25.59 EDT_frame0117_det139_0202px_vehicle_0p792.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0029_det90_0832px_vehicle_0p668.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 14.25.59 EDT - 5-16-2025 15.25.59 EDT_frame0440_det410_0446px_vehicle_0p683.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 07.25.59 EDT - 5-16-2025 08.25.59 EDT_frame0164_det292_0739px_vehicle_0p710.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0300_det597_0377px_vehicle_0p574.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 09.25.59 EDT - 5-17-2025 10.25.59 EDT_frame0172_det119_0339px_vehicle_0p580.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 18.25.59 EDT - 5-19-2025 19.25.59 EDT_frame0436_det574_0581px_vehicle_0p720.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 13.25.59 EDT - 5-18-2025 14.25.59 EDT_frame0498_det478_1520px_vehicle_0p638.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0840_det948_0811px_vehicle_0p753.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 19.25.59 EDT - 5-19-2025 20.25.59 EDT_frame0151_det163_0277px_vehicle_0p735.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 07.25.59 EDT - 5-16-2025 08.25.59 EDT_frame0170_det301_0256px_vehicle_0p692.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0382_det434_1149px_vehicle_0p715.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0502_det555_0357px_vehicle_0p754.png,None,PASS,PASS,PASS,PASS,FAIL
